LastName,FirstName,FullName,EmpID,MarriedID,FromDiversityJobFairID,Salary,Termd,Position,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences
Gerke, Melisa, Melisa Gerke,10122,0,1,51505,1,Production Technician I,2330,15-05-1970,Female,0,US Citizen,No,2,07-11-2011,15-11-2016,hours,2,Production       ,Elijiah Gray,16,1,Fully Meets,4.24,4,0,29-04-2016,0,2
Gill, Whitney  , Whitney   Gill,10142,0,0,59370,1,Area Sales Manager,43050,10-07-1971,Female,4,US Citizen,No,2,07-07-2014,05-09-2015,attendance,1,Sales,John Smith,17,0,Fully Meets,3.97,4,0,15-01-2014,0,7
Gilles, Alex, Alex Gilles,10283,1,1,54933,1,Production Technician I,2062,09-08-1974,Male ,1,US Citizen,No,2,02-04-2012,25-06-2015,military,2,Production       ,Webster Butler,39,1,Needs Improvement,3.97,4,0,20-01-2015,3,15
Girifalco, Evelyn, Evelyn Girifalco,10018,0,0,57815,0,Production Technician I,2451,08-05-1980,Female,3,US Citizen,Yes,4,29-09-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Amy Dunn,11,4,Exceeds,3.9,4,0,07-02-2019,0,3
Givens, Myriam, Myriam Givens,10255,0,0,61555,0,Area Sales Manager,46204,22-09-1989,Female,3,US Citizen,No,5,16-02-2015,27-07-2024,N/A-StillEmployed,0,Sales,Lynn Daneault,21,4,Fully Meets,4.5,5,0,25-01-2019,0,20
Goble, Taisha, Taisha Goble,10246,0,0,114800,1,Database Administrator,2127,23-10-1971,Female,3,US Citizen,No,5,16-02-2015,15-03-2015,"no-call, no-show",1,IT/IS,Simon Roup,4,4,Fully Meets,4.6,4,4,20-01-2015,0,10
Goeth, Amon, Amon Goeth,10228,1,0,74679,0,IT Support,2135,24-11-1989,Male ,1,US Citizen,Yes,5,30-03-2015,27-07-2024,N/A-StillEmployed,0,IT/IS,Peter Monroe,7,5,Fully Meets,4.3,5,7,10-01-2019,0,20
Gold, Shenice  , Shenice   Gold,10243,0,0,53018,0,Production Technician I,2451,18-06-1992,Female,3,US Citizen,Yes,5,11-11-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Ketsia Liebig,19,4,Fully Meets,4.3,5,0,18-02-2019,0,7
Gonzalez, Cayo, Cayo Gonzalez,10031,0,1,59892,0,Production Technician I,2108,29-09-1969,Male ,0,US Citizen,No,2,11-07-2011,27-07-2024,N/A-StillEmployed,0,Production       ,Brannon Miller,12,1,Exceeds,4.5,4,0,18-02-2019,0,1
Gonzalez, Juan, Juan Gonzalez,10300,1,1,68898,1,Production Technician II,2128,12-10-1964,Male ,1,US Citizen,No,2,26-04-2010,30-05-2011,career change,2,Production       ,Brannon Miller,12,1,PIP,3,3,0,06-03-2011,3,10
Gonzalez, Maria, Maria Gonzalez,10101,0,0,61242,0,IT Support,2472,16-04-1981,Female,2,US Citizen,Yes,5,05-01-2015,27-07-2024,N/A-StillEmployed,0,IT/IS,Peter Monroe,7,2,Fully Meets,4.61,4,5,28-01-2019,0,11
Good, Susan, Susan Good,10237,1,0,66825,0,Production Technician II,1886,25-05-1986,Female,1,US Citizen,No,5,12-05-2014,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,5,Fully Meets,4.6,3,0,07-02-2019,0,20
Gordon, David, David Gordon,10051,1,0,48285,0,Production Technician I,2169,21-05-1979,Male ,1,US Citizen,No,5,02-07-2012,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,5,Fully Meets,5,3,0,14-01-2019,0,2
Gosciminski, Phylicia  , Phylicia   Gosciminski,10218,0,0,66149,0,Production Technician II,1824,08-12-1983,Female,2,US Citizen,No,0,30-09-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Kissy Sullivan,20,3,Fully Meets,4.4,5,0,21-02-2019,0,1
Goyal, Roxana, Roxana Goyal,10256,1,0,49256,0,Production Technician I,1864,09-10-1974,Female,1,US Citizen,No,1,19-08-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Kissy Sullivan,20,5,Fully Meets,4.1,5,0,15-02-2019,0,3
Gray, Elijiah  , Elijiah   Gray,10098,0,0,62957,0,Production Manager,1752,11-07-1981,Male ,0,US Citizen,No,5,02-06-2015,27-07-2024,N/A-StillEmployed,0,Production       ,Janet King,2,2,Fully Meets,4.63,3,0,04-01-2019,0,2
Gross, Paula, Paula Gross,10059,0,0,63813,1,Production Technician I,2176,21-05-1983,Female,0,US Citizen,No,5,21-02-2011,11-01-2014,more money,2,Production       ,Kelley Spirea,18,0,Fully Meets,5,5,0,03-06-2013,0,17
Gruber, Hans, Hans Gruber,10234,1,0,99020,0,BI Developer,2134,30-06-1989,Male ,1,US Citizen,No,2,20-04-2017,27-07-2024,N/A-StillEmployed,0,IT/IS,Brian Champaigne,13,4,Fully Meets,4.2,5,5,28-01-2019,0,8
Guilianno, Mike, Mike Guilianno,10109,0,0,71707,1,Area Sales Manager,37129,09-02-1969,Male ,3,US Citizen,No,4,07-03-2012,31-10-2014,relocation out of area,2,Sales,John Smith,17,5,Fully Meets,4.5,5,0,01-02-2013,0,20
Handschiegl, Joanne, Joanne Handschiegl,10125,1,0,54828,0,Production Technician I,2127,23-03-1977,Female,1,US Citizen,No,5,28-11-2011,27-07-2024,N/A-StillEmployed,0,Production       ,Michael Albert,22,3,Fully Meets,4.2,4,0,22-02-2019,0,13
Hankard, Earnest, Earnest Hankard,10074,0,0,64246,0,Production Technician II,2155,10-08-1988,Male ,3,US Citizen,Yes,5,11-11-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Kelley Spirea,18,5,Fully Meets,5,3,0,08-01-2019,0,20
Harrington, Christie , Christie  Harrington,10097,0,0,52177,1,Production Technician I,2324,18-08-1952,Female,3,US Citizen,No,5,09-01-2012,15-12-2015,retiring,2,Production       ,Webster Butler,39,0,Fully Meets,4.64,4,0,02-05-2015,0,8
Harrison, Kara, Kara Harrison,10007,1,0,62065,0,Production Technician I,1886,02-05-1974,Female,1,US Citizen,No,5,12-05-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Amy Dunn,11,0,Exceeds,4.76,4,0,15-02-2019,0,5
Heitzman, Anthony, Anthony Heitzman,10129,0,0,46998,0,Production Technician I,2149,04-01-1984,Male ,3,US Citizen,No,5,13-08-2012,27-07-2024,N/A-StillEmployed,0,Production       ,Ketsia Liebig,19,3,Fully Meets,4.17,4,0,11-02-2019,0,1
Hendrickson, Trina, Trina Hendrickson,10075,0,0,68099,1,Production Technician II,2021,27-08-1972,Female,3,US Citizen,No,5,10-01-2011,18-06-2013,hours,2,Production       ,Kelley Spirea,18,0,Fully Meets,5,3,0,30-01-2013,0,15
Hitchcock, Alfred, Alfred Hitchcock,10167,1,0,70545,0,Area Sales Manager,3062,14-09-1988,Male ,1,US Citizen,No,0,18-08-2014,27-07-2024,N/A-StillEmployed,0,Sales,John Smith,17,4,Fully Meets,3.6,5,0,30-01-2019,0,9
Homberger, Adrienne  J, Adrienne  J Homberger,10195,1,0,63478,1,Production Technician II,2445,16-02-1984,Female,1,Non-Citizen,No,5,15-08-2011,07-04-2012,relocation out of area,2,Production       ,Michael Albert,30,4,Fully Meets,3.03,5,0,05-03-2012,0,16
Horton, Jayne, Jayne Horton,10112,0,0,97999,0,Database Administrator,2493,21-02-1984,Female,3,US Citizen,No,5,30-03-2015,27-07-2024,N/A-StillEmployed,0,IT/IS,Simon Roup,4,4,Fully Meets,4.48,5,6,03-01-2019,0,4
Houlihan, Debra, Debra Houlihan,10272,1,0,180000,0,Director of Sales,2908,17-03-1966,Female,1,US Citizen,No,5,05-05-2014,27-07-2024,N/A-StillEmployed,0,Sales,Janet King,2,5,Fully Meets,4.5,4,0,21-01-2019,0,19
Howard, Estelle, Estelle Howard,10182,1,0,49920,1,Administrative Assistant,2170,16-09-1985,Female,1,US Citizen,No,2,16-02-2015,15-04-2015,"no-call, no-show",1,Admin Offices,Brandon R. LeBlanc,1,4,Fully Meets,3.24,3,4,15-04-2015,0,6
Hudson, Jane, Jane Hudson,10248,0,0,55425,0,Production Technician I,2176,10-06-1986,Female,3,US Citizen,No,5,20-02-2012,27-07-2024,N/A-StillEmployed,0,Production       ,Ketsia Liebig,19,5,Fully Meets,4.8,4,0,07-01-2019,0,4
Hunts, Julissa, Julissa Hunts,10201,0,0,69340,0,Production Technician II,2021,11-03-1984,Female,3,US Citizen,No,5,06-06-2016,27-07-2024,N/A-StillEmployed,0,Production       ,Elijiah Gray,16,5,Fully Meets,3,5,0,18-01-2019,0,4
Hutter, Rosalie, Rosalie Hutter,10214,0,0,64995,0,Production Technician II,2351,07-05-1992,Female,2,US Citizen,No,5,05-06-2015,27-07-2024,N/A-StillEmployed,0,Production       ,Webster Butler,0,4,Fully Meets,4.5,3,0,14-02-2019,0,6
Huynh, Ming, Ming Huynh,10160,0,0,68182,1,Production Technician II,1742,22-09-1976,Female,0,US Citizen,No,5,21-02-2011,01-04-2013,unhappy,2,Production       ,Amy Dunn,11,3,Fully Meets,3.72,3,0,01-02-2013,0,18
Immediato, Walter, Walter Immediato,10289,1,0,83082,1,Production Manager,2128,15-11-1976,Male ,1,US Citizen,No,1,21-02-2011,24-09-2012,unhappy,2,Production       ,Janet King,2,4,Needs Improvement,2.34,2,0,12-04-2012,3,4
Ivey, Rose , Rose  Ivey,10139,0,0,51908,0,Production Technician I,1775,28-01-1991,Female,3,US Citizen,No,5,19-08-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Brannon Miller,12,4,Fully Meets,3.99,3,0,14-01-2019,0,14
Jackson, Maryellen, Maryellen Jackson,10227,0,0,61242,0,Production Technician I,2081,11-09-1972,Female,3,US Citizen,No,2,05-11-2012,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,5,Fully Meets,4.1,3,0,17-01-2019,0,7
Jacobi, Hannah  , Hannah   Jacobi,10236,0,0,45069,0,Production Technician I,1778,22-03-1966,Female,0,US Citizen,No,5,30-09-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Kissy Sullivan,20,2,Fully Meets,4.3,5,0,22-02-2019,0,7
Jeannite, Tayana, Tayana Jeannite,10009,0,0,60724,0,Production Technician II,1821,06-11-1986,Female,0,US Citizen,No,0,05-07-2011,27-07-2024,N/A-StillEmployed,0,Production       ,Ketsia Liebig,19,5,Exceeds,4.6,4,0,25-02-2019,0,11
Jhaveri, Sneha  , Sneha   Jhaveri,10060,0,0,60436,0,Production Technician I,2109,13-04-1964,Female,2,US Citizen,No,5,06-01-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Kelley Spirea,18,5,Fully Meets,5,5,0,21-01-2019,0,9
Johnson, George, George Johnson,10034,1,0,46837,1,Production Technician I,2445,19-08-1959,Male ,1,US Citizen,No,5,07-11-2011,29-04-2018,more money,2,Production       ,Michael Albert,22,0,Exceeds,4.7,4,0,14-02-2018,0,9
Johnson, Noelle , Noelle  Johnson,10156,1,0,105700,0,Database Administrator,2301,07-11-1986,Female,1,US Citizen,No,1,05-01-2015,27-07-2024,N/A-StillEmployed,0,IT/IS,Simon Roup,4,4,Fully Meets,3.75,3,5,11-02-2019,0,2
Johnston, Yen, Yen Johnston,10036,0,0,63322,0,Production Technician II,2128,08-09-1969,Female,3,US Citizen,No,5,07-07-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Brannon Miller,12,5,Exceeds,4.3,3,0,11-01-2019,0,1
Jung, Judy  , Judy   Jung,10138,1,0,61154,1,Production Technician I,2446,17-04-1986,Female,1,US Citizen,No,2,10-01-2011,01-04-2016,unhappy,2,Production       ,Elijiah Gray,16,0,Fully Meets,4,4,0,03-02-2016,0,4
Kampew, Donysha, Donysha Kampew,10244,0,0,68999,1,Sales Manager,19444,11-11-1989,Female,3,US Citizen,No,5,07-11-2011,24-04-2014,maternity leave - did not return,2,Sales,Debra Houlihan,15,3,Fully Meets,4.5,5,0,30-03-2013,0,2
Keatts, Kramer , Kramer  Keatts,10192,0,0,50482,0,Production Technician I,1887,19-01-1976,Male ,3,US Citizen,No,5,30-09-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Michael Albert,22,4,Fully Meets,3.07,4,0,23-01-2019,0,10
Khemmich, Bartholemew, Bartholemew Khemmich,10231,0,0,65310,0,Area Sales Manager,80820,27-11-1979,Male ,3,US Citizen,No,5,19-08-2013,27-07-2024,N/A-StillEmployed,0,Sales,Lynn Daneault,21,4,Fully Meets,4.3,5,0,22-01-2019,0,13
King, Janet, Janet King,10089,1,0,250000,0,President & CEO,1902,21-09-1954,Female,1,US Citizen,Yes,5,02-07-2012,27-07-2024,N/A-StillEmployed,0,Executive Office,Board of Directors,9,4,Fully Meets,4.83,3,0,17-01-2019,0,10
Kinsella, Kathleen  , Kathleen   Kinsella,10166,1,0,54005,1,Production Technician I,2170,08-12-1973,Female,1,US Citizen,No,5,26-09-2011,04-06-2015,more money,2,Production       ,Webster Butler,39,3,Fully Meets,3.6,5,0,01-03-2015,0,16
Kirill, Alexandra  , Alexandra   Kirill,10170,1,0,45433,1,Production Technician I,2127,08-10-1970,Female,1,US Citizen,No,5,26-09-2011,09-01-2014,more money,2,Production       ,Amy Dunn,11,3,Fully Meets,3.49,4,0,30-01-2013,0,6
Knapp, Bradley  J, Bradley  J Knapp,10208,0,0,46654,0,Production Technician I,1721,10-11-1977,Male ,3,US Citizen,No,2,17-02-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Ketsia Liebig,19,5,Fully Meets,3.1,3,0,06-02-2019,0,3
Kretschmer, John, John Kretschmer,10176,1,0,63973,0,Production Technician I,1801,02-02-1980,Male ,1,US Citizen,No,1,10-01-2011,27-07-2024,N/A-StillEmployed,0,Production       ,Brannon Miller,12,4,Fully Meets,3.38,3,0,21-01-2019,0,17
Kreuger, Freddy, Freddy Kreuger,10165,0,1,71339,0,Area Sales Manager,10171,24-02-1969,Male ,3,US Citizen,Yes,2,07-03-2011,27-07-2024,N/A-StillEmployed,0,Sales,John Smith,17,1,Fully Meets,3.65,5,0,17-01-2019,0,20
Lajiri,  Jyoti,  Jyoti Lajiri,10113,1,0,93206,0,Sr. Network Engineer,2169,23-04-1986,Male ,1,US Citizen,No,5,10-11-2014,27-07-2024,N/A-StillEmployed,0,IT/IS,Peter Monroe,7,2,Fully Meets,4.46,5,6,07-01-2019,0,7
Landa, Hans, Hans Landa,10092,1,0,82758,1,Production Manager,1890,01-07-1972,Male ,1,US Citizen,No,5,10-01-2011,12-12-2015,attendance,1,Production       ,Janet King,2,2,Fully Meets,4.78,4,0,15-02-2015,0,9
Langford, Lindsey, Lindsey Langford,10106,0,0,66074,1,Production Technician II,2090,25-07-1979,Female,0,US Citizen,No,1,07-01-2013,31-03-2014,Another position,2,Production       ,David Stanley,14,4,Fully Meets,4.52,3,0,20-02-2014,0,20
Langton, Enrico, Enrico Langton,10052,1,0,46120,0,Production Technician I,2048,09-12-1986,Male ,1,US Citizen,No,5,09-07-2012,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,5,Fully Meets,5,5,0,04-02-2019,0,13
LaRotonda, William  , William   LaRotonda,10038,0,0,64520,0,Accountant I,1460,26-04-1984,Male ,0,US Citizen,No,2,06-01-2014,27-07-2024,N/A-StillEmployed,0,Admin Offices,Brandon R. LeBlanc,1,8,Fully Meets,5,4,4,17-01-2019,0,3
Latif, Mohammed, Mohammed Latif,10249,1,0,61962,1,Production Technician II,2126,09-05-1984,Male ,1,US Citizen,No,5,02-04-2012,15-04-2013,more money,2,Production       ,Kissy Sullivan,20,3,Fully Meets,4.9,3,0,20-02-2013,0,20
Le, Binh, Binh Le,10232,0,0,81584,0,Senior BI Developer,1886,14-06-1987,Female,3,US Citizen,No,1,02-10-2016,27-07-2024,N/A-StillEmployed,0,IT/IS,Brian Champaigne,13,4,Fully Meets,4.1,5,7,08-01-2019,0,2
Leach, Dallas, Dallas Leach,10087,0,0,63676,1,Production Technician I,1810,17-01-1979,Female,3,US Citizen,No,1,26-09-2011,19-08-2018,return to school,2,Production       ,Kissy Sullivan,20,0,Fully Meets,4.88,3,0,02-07-2017,0,17
LeBlanc, Brandon  R, Brandon  R LeBlanc,10134,1,0,93046,0,Shared Services Manager,1460,10-06-1984,Male ,1,US Citizen,No,5,05-01-2016,27-07-2024,N/A-StillEmployed,0,Admin Offices,Janet King,2,0,Fully Meets,4.1,4,0,28-01-2019,0,20
Lecter, Hannibal, Hannibal Lecter,10251,1,0,64738,0,Production Technician I,1776,02-09-1982,Male ,1,US Citizen,No,1,14-05-2012,27-07-2024,N/A-StillEmployed,0,Production       ,Elijiah Gray,16,3,Fully Meets,4.1,3,0,22-02-2019,0,10
Leruth, Giovanni, Giovanni Leruth,10103,0,0,70468,0,Area Sales Manager,84111,27-12-1988,Male ,2,US Citizen,No,2,30-04-2012,27-07-2024,N/A-StillEmployed,0,Sales,John Smith,17,8,Fully Meets,4.53,3,0,29-01-2019,0,16
Liebig, Ketsia, Ketsia Liebig,10017,1,0,77915,0,Production Manager,2110,26-10-1981,Female,1,US Citizen,No,5,30-09-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Janet King,2,8,Exceeds,4.1,3,0,21-01-2019,0,11
Linares, Marilyn , Marilyn  Linares,10186,1,0,52624,1,Production Technician I,1886,26-03-1981,Female,1,US Citizen,No,5,05-07-2011,26-09-2018,unhappy,2,Production       ,Michael Albert,22,4,Fully Meets,3.18,4,0,02-03-2018,0,16
Linden, Mathew, Mathew Linden,10137,1,0,63450,0,Production Technician II,1770,19-03-1979,Male ,1,US Citizen,No,5,08-07-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Kelley Spirea,18,5,Fully Meets,4,3,0,18-02-2019,0,7
Lindsay, Leonara , Leonara  Lindsay,10008,0,1,51777,0,IT Support,6070,05-10-1988,Female,3,US Citizen,Yes,2,21-01-2011,27-07-2024,N/A-StillEmployed,0,IT/IS,Eric Dougall,6,1,Exceeds,4.64,4,5,25-01-2019,0,14
Lundy, Susan, Susan Lundy,10096,0,0,67237,1,Production Technician II,2122,26-12-1976,Female,4,US Citizen,No,5,08-07-2013,15-09-2016,more money,2,Production       ,Michael Albert,22,5,Fully Meets,4.65,4,0,10-06-2016,0,15
Lunquist, Lisa, Lisa Lunquist,10035,0,0,73330,0,Production Technician II,2324,28-03-1982,Female,3,US Citizen,No,2,19-08-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Elijiah Gray,16,4,Exceeds,4.2,4,0,12-02-2019,0,19
Lydon, Allison, Allison Lydon,10057,1,0,52057,0,Production Technician I,2122,22-10-1975,Female,1,US Citizen,No,2,16-02-2015,27-07-2024,N/A-StillEmployed,0,Production       ,Elijiah Gray,16,8,Fully Meets,5,3,0,23-01-2019,0,6
Lynch, Lindsay, Lindsay Lynch,10004,0,1,47434,1,Production Technician I,1844,14-02-1973,Female,3,US Citizen,Yes,2,07-11-2011,14-11-2015,Another position,2,Production       ,Webster Butler,39,1,Exceeds,5,4,0,02-02-2015,0,17
MacLennan, Samuel, Samuel MacLennan,10191,0,0,52788,1,Production Technician I,1938,09-11-1972,Male ,4,US Citizen,No,5,24-09-2012,26-09-2017,hours,2,Production       ,Amy Dunn,11,4,Fully Meets,3.08,4,0,01-04-2017,0,18
Mahoney, Lauren  , Lauren   Mahoney,10219,0,0,45395,0,Production Technician I,2189,07-07-1986,Female,3,US Citizen,No,5,06-01-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Ketsia Liebig,19,5,Fully Meets,4.6,4,0,26-02-2019,0,14
Manchester, Robyn, Robyn Manchester,10077,1,0,62385,0,Production Technician II,2324,25-08-1976,Female,1,US Citizen,No,5,11-05-2016,27-07-2024,N/A-StillEmployed,0,Production       ,Webster Butler,0,5,Fully Meets,5,3,0,21-01-2019,0,4
Mancuso, Karen, Karen Mancuso,10073,1,0,68407,1,Production Technician II,2176,10-12-1986,Female,1,US Citizen,No,4,05-07-2011,19-08-2012,Another position,2,Production       ,Amy Dunn,11,5,Fully Meets,5,4,0,02-07-2012,0,16
Mangal, Debbie, Debbie Mangal,10279,1,0,61349,0,Production Technician I,2451,07-11-1974,Female,1,US Citizen,No,5,11-11-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Brannon Miller,12,5,Fully Meets,4.1,3,0,22-01-2019,0,11
Martin, Sandra, Sandra Martin,10110,0,0,105688,0,Software Engineer,2135,07-11-1987,Female,3,US Citizen,No,1,11-11-2013,27-07-2024,N/A-StillEmployed,0,Software Engineering,Alex Sweetwater,10,3,Fully Meets,4.5,5,4,14-01-2019,0,14
Maurice, Shana, Shana Maurice,10053,1,0,54132,0,Production Technician I,2330,22-11-1977,Female,1,US Citizen,No,5,31-05-2011,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,4,Fully Meets,5,4,0,10-01-2019,0,8
Carthy, B'rigit, B'rigit Carthy,10076,0,0,55315,0,Production Technician II,2149,21-05-1987,Female,3,US Citizen,No,2,30-03-2015,27-07-2024,N/A-StillEmployed,0,Production       ,Ketsia Liebig,19,5,Fully Meets,5,5,0,07-02-2019,0,16
Mckenna, Sandy, Sandy Mckenna,10145,1,0,62810,0,Production Technician I,2184,07-01-1987,Female,1,US Citizen,No,2,07-01-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Kissy Sullivan,20,0,Fully Meets,3.93,3,0,30-01-2019,0,20
McKinzie, Jac, Jac McKinzie,10202,1,0,63291,0,Area Sales Manager,78789,01-07-1984,Male ,1,US Citizen,No,4,06-07-2016,27-07-2024,N/A-StillEmployed,0,Sales,Lynn Daneault,21,8,Fully Meets,3.4,4,0,29-01-2019,0,7
Meads, Elizabeth, Elizabeth Meads,10128,0,1,62659,1,Production Technician I,1760,30-05-1968,Female,3,US Citizen,No,2,02-04-2012,11-11-2016,Another position,2,Production       ,Kelley Spirea,18,1,Fully Meets,4.18,4,0,05-02-2016,0,17
Medeiros, Jennifer, Jennifer Medeiros,10068,0,0,55688,0,Production Technician I,2346,22-09-1976,Female,3,US Citizen,No,5,30-03-2015,27-07-2024,N/A-StillEmployed,0,Production       ,Michael Albert,22,0,Fully Meets,5,4,0,21-01-2019,0,10
Miller, Brannon, Brannon Miller,10116,0,0,83667,0,Production Manager,2045,10-08-1981,Male ,3,US Citizen,yes,3,16-08-2012,27-07-2024,N/A-StillEmployed,0,Production       ,Janet King,2,4,Fully Meets,4.37,3,0,14-01-2019,0,2
Miller, Ned, Ned Miller,10298,0,0,55800,1,Production Technician II,2472,29-06-1985,Male ,3,US Citizen,No,5,15-08-2011,04-09-2014,unhappy,2,Production       ,Brannon Miller,12,5,PIP,3,2,0,14-01-2013,6,6
Monkfish, Erasumus, Erasumus Monkfish,10213,1,0,58207,0,Production Technician II,1450,17-08-1992,Male ,1,US Citizen,No,5,07-11-2011,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,5,Fully Meets,3.7,3,0,08-01-2019,0,14
Monroe, Peter, Peter Monroe,10288,1,1,157000,0,IT Manager - Infra,2134,05-10-1986,Male ,1,Eligible NonCitizen,Yes,2,15-02-2012,27-07-2024,N/A-StillEmployed,0,IT/IS,Jennifer Zamora,5,1,Needs Improvement,2.39,3,6,22-02-2019,4,13
Monterro, Luisa, Luisa Monterro,10025,0,0,72460,0,Production Technician II,2126,24-04-1970,Female,3,US Citizen,No,2,13-05-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Kissy Sullivan,20,4,Exceeds,4.7,3,0,14-01-2019,0,1
Moran, Patrick, Patrick Moran,10223,0,1,72106,0,Production Technician II,2127,03-12-1976,Male ,3,US Citizen,No,2,09-01-2012,27-07-2024,N/A-StillEmployed,0,Production       ,Kelley Spirea,18,1,Fully Meets,4.1,4,0,31-01-2019,0,12
Morway, Tanya, Tanya Morway,10151,1,0,52599,0,Network Engineer,2048,04-04-1979,Female,1,US Citizen,No,5,16-02-2015,27-07-2024,N/A-StillEmployed,0,IT/IS,Peter Monroe,7,0,Fully Meets,3.81,3,6,11-02-2019,0,6
Motlagh,  Dawn,  Dawn Motlagh,10254,0,0,63430,0,Production Technician I,2453,07-07-1984,Female,0,US Citizen,No,5,01-04-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Elijiah Gray,16,5,Fully Meets,4.4,4,0,17-01-2019,0,18
Moumanil, Maliki , Maliki  Moumanil,10120,0,0,74417,0,Production Technician II,1460,01-12-1974,Male ,2,US Citizen,No,2,13-05-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Michael Albert,22,5,Fully Meets,4.29,5,0,28-01-2019,0,11
Myers, Michael, Michael Myers,10216,0,0,57575,0,Production Technician I,1550,18-04-1980,Male ,3,US Citizen,No,1,08-07-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Kissy Sullivan,20,5,Fully Meets,4.1,4,0,22-01-2019,0,13
Navathe, Kurt, Kurt Navathe,10079,0,0,87921,0,Senior BI Developer,2056,25-04-1970,Male ,3,US Citizen,No,1,10-02-2017,27-07-2024,N/A-StillEmployed,0,IT/IS,Brian Champaigne,13,4,Fully Meets,5,3,6,25-02-2019,0,17
Ndzi, Colombui, Colombui Ndzi,10215,0,1,50470,1,Production Technician I,2110,02-05-1989,Male ,3,US Citizen,No,2,26-09-2011,04-04-2014,return to school,2,Production       ,Webster Butler,39,1,Fully Meets,4.3,3,0,02-03-2013,0,19
Ndzi, Horia, Horia Ndzi,10185,1,0,46664,1,Production Technician I,2421,28-03-1983,Male ,1,US Citizen,No,5,01-04-2013,25-05-2016,more money,2,Production       ,Amy Dunn,11,2,Fully Meets,3.18,3,0,06-03-2016,0,10
Newman, Richard , Richard  Newman,10063,1,0,48495,0,Production Technician I,2136,08-04-1977,Male ,1,US Citizen,No,5,12-05-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Ketsia Liebig,19,5,Fully Meets,5,5,0,18-02-2019,0,11
Ngodup, Shari , Shari  Ngodup,10037,0,1,52984,0,Production Technician I,1810,03-06-1967,Female,2,US Citizen,No,2,01-04-2013,27-07-2024,N/A-StillEmployed,0,Production       ,Brannon Miller,12,1,Exceeds,4,3,0,13-02-2019,0,12
Nguyen, Dheepa, Dheepa Nguyen,10042,0,0,63695,0,Area Sales Manager,30428,31-03-1989,Female,3,US Citizen,No,4,08-07-2013,27-07-2024,N/A-StillEmployed,0,Sales,Lynn Daneault,21,4,Fully Meets,5,5,0,25-01-2019,0,2
Nguyen, Lei-Ming, Lei-Ming Nguyen,10206,0,0,62061,0,Production Technician I,2132,07-07-1984,Female,3,US Citizen,No,5,08-07-2013,27-07-2024,N/A-StillEmployed,0,Production       ,David Stanley,14,5,Fully Meets,3.6,5,0,02-01-2019,0,4
Nowlan, Kristie, Kristie Nowlan,10104,0,0,66738,0,Production Technician II,1040,23-11-1985,Female,3,US Citizen,No,5,10-11-2014,27-07-2024,N/A-StillEmployed,0,Production       ,Elijiah Gray,16,4,Fully Meets,4.53,5,0,16-01-2019,0,5
O'hare, Lynn, Lynn O'hare,10303,0,0,52674,1,Production Technician I,2152,30-09-1980,Female,3,US Citizen,No,4,31-03-2014,01-05-2018,performance,1,Production       ,Kissy Sullivan,20,5,PIP,2.33,2,0,09-03-2018,6,3
Oliver, Brooke , Brooke  Oliver,10078,1,0,71966,1,Production Technician II,2492,11-02-1952,Female,1,US Citizen,No,1,14-05-2012,19-08-2013,unhappy,2,Production       ,Webster Butler,39,5,Fully Meets,5,3,0,02-07-2013,0,17
